class,N,time,D
np,8,37.1,0.000144384612203296
sp,8,37.1,5.23464313225658e-10
tp,8,37.1,7.4752694958223e-05
np,9,37.1,9.18779138472948e-05
sp,9,37.1,6.33536399443872e-05
tp,9,37.1,2.97647380434215e-05
np,10,37.1,0.000106158873235088
sp,10,37.1,0.000104602247300871
tp,10,37.1,4.2415843597492e-07
np,11,37.1,0.000126778797583074
sp,11,37.1,0.000104773569896233
tp,11,37.1,4.214859815025e-05
np,12,37.1,7.39134161897433e-05
sp,12,37.1,0.000153553764173271
tp,12,37.1,8.87730615713965e-05
np,13,37.1,4.18318625093883e-06
sp,13,37.1,8.21167322915483e-05
tp,13,37.1,1.19523985065295e-05
np,14,37.1,8.26077524620092e-08
sp,14,37.1,2.032199370707e-05
tp,14,37.1,1.66757081392658e-05
np,15,37.1,1.12237214045132e-05
sp,15,37.1,7.28068556753047e-06
tp,15,37.1,2.77674515644484e-06
np,1,37.2,1.63974789639898e-19
sp,1,37.2,9.29758385511264e-20
tp,1,37.2,1.87639654759152e-19
np,2,37.2,5.79247253328791e-20
sp,2,37.2,0
tp,2,37.2,0
np,3,37.2,1.27573116026006e-09
sp,3,37.2,0
tp,3,37.2,9.92571935403204e-21
np,4,37.2,4.48823575858666e-05
sp,4,37.2,0
tp,4,37.2,1.84452670126713e-20
np,5,37.2,2.64470512699348e-06
sp,5,37.2,0
tp,5,37.2,8.81040417563373e-06
np,6,37.2,3.94048178036432e-05
sp,6,37.2,2.49727156513927e-12
tp,6,37.2,4.02158453989602e-05
np,7,37.2,0.000113747988890917
sp,7,37.2,1.47000542853149e-05
tp,7,37.2,3.88322125539203e-06
np,8,37.2,0.000145413985557738
sp,8,37.2,3.24792266427824e-10
tp,8,37.2,7.85964461464123e-05
np,9,37.2,9.11958101296906e-05
sp,9,37.2,5.97473172168448e-05
tp,9,37.2,3.08503475032632e-05
np,10,37.2,0.000107858015356954
sp,10,37.2,0.000109411844077111
tp,10,37.2,5.59998440805554e-07
np,11,37.2,0.000119702206127662
sp,11,37.2,0.000100692187950073
tp,11,37.2,4.10516864182847e-05
np,12,37.2,7.27235576250477e-05
sp,12,37.2,0.000145939765125682
tp,12,37.2,8.57617616655287e-05
np,13,37.2,3.56338122119365e-06
sp,13,37.2,8.33885676930746e-05
tp,13,37.2,1.02857161046357e-05
np,14,37.2,5.73821766551489e-08
sp,14,37.2,2.01654289334225e-05
tp,14,37.2,1.86571077682543e-05
np,15,37.2,9.66974631509701e-06
sp,15,37.2,6.20561920744715e-06
tp,15,37.2,3.45107789993806e-06
np,1,37.3,1.17337870490576e-19
sp,1,37.3,1.34097081332631e-19
tp,1,37.3,1.42727842011983e-19
np,2,37.3,6.42430005985146e-20
sp,2,37.3,0
tp,2,37.3,0
np,3,37.3,8.07121544172018e-10
sp,3,37.3,0
tp,3,37.3,0
np,4,37.3,4.70511598161347e-05
sp,4,37.3,0
tp,4,37.3,0
np,5,37.3,2.10634125020816e-06
sp,5,37.3,0
tp,5,37.3,7.45138930795949e-06
np,6,37.3,3.86229831258247e-05
sp,6,37.3,1.41158279316319e-12
tp,6,37.3,4.43933765722786e-05
np,7,37.3,0.000116492138724413
sp,7,37.3,1.61655333921297e-05
tp,7,37.3,4.84788545581313e-06
np,8,37.3,0.000145915858928507
sp,8,37.3,1.9948706025562e-10
tp,8,37.3,8.20548318127169e-05
np,9,37.3,9.08659157231562e-05
sp,9,37.3,5.61485903736028e-05
tp,9,37.3,3.18428000228819e-05
np,10,37.3,0.000108920223433709
sp,10,37.3,0.0001145947244157
tp,10,37.3,7.36672927059208e-07
np,11,37.3,0.000112236454305429
sp,11,37.3,9.67923792590685e-05
tp,11,37.3,4.01307056930319e-05
np,12,37.3,7.17156266376186e-05
sp,12,37.3,0.000138344453790155
tp,12,37.3,8.21544909686608e-05
np,13,37.3,3.09952352155305e-06
sp,13,37.3,8.49207375084576e-05
tp,13,37.3,8.76646374249929e-06
np,14,37.3,3.9465517963314e-08
sp,14,37.3,2.02995261989763e-05
tp,14,37.3,2.0667133972425e-05
np,15,37.3,8.24832955697176e-06
sp,15,37.3,5.23680381030715e-06
tp,15,37.3,4.24641673357076e-06
np,1,37.4,7.83255984577449e-20
sp,1,37.4,1.06001121042789e-19
tp,1,37.4,5.16891632062979e-20
np,2,37.4,5.00913905218319e-20
sp,2,37.4,0
tp,2,37.4,0
np,3,37.4,5.05499035965279e-10
sp,3,37.4,7.90678861699695e-21
tp,3,37.4,0
np,4,37.4,4.93206266844874e-05
sp,4,37.4,8.53694417402796e-21
tp,4,37.4,2.45978738230315e-20
np,5,37.4,1.6608144819135e-06
sp,5,37.4,0
tp,5,37.4,6.23940401234861e-06
np,6,37.4,3.80283087588805e-05
sp,6,37.4,7.89567702644353e-13
tp,6,37.4,4.86609533379176e-05
np,7,37.4,0.000118650607895144
sp,7,37.4,1.7600954883005e-05
tp,7,37.4,6.00594982570286e-06
np,8,37.4,0.000145881506019656
sp,8,37.4,1.2127916360416e-10
tp,8,37.4,8.50582004679572e-05
np,9,37.4,9.0892319993238e-05
sp,9,37.4,5.2625101856084e-05
tp,9,37.4,3.26905670272837e-05
np,10,37.4,0.00010934655282073
sp,10,37.4,0.00012002573895473
tp,10,37.4,9.62463644592946e-07
np,11,37.4,0.000104526103193877
sp,11,37.4,9.31837286368556e-05
tp,11,37.4,3.93052606997613e-05
np,12,37.4,7.08890184039076e-05
sp,12,37.4,0.000130870840388904
tp,12,37.4,7.8036831864749e-05
np,13,37.4,2.78909779290224e-06
sp,13,37.4,8.6640497303485e-05
tp,13,37.4,7.39935485107204e-06
np,14,37.4,2.68749215744259e-08
sp,14,37.4,2.07001704638881e-05
tp,14,37.4,2.2667136572929e-05
np,15,37.4,6.96598528727027e-06
sp,15,37.4,4.37530299521314e-06
tp,15,37.4,5.1730802198877e-06
np,1,37.5,1.21425640298782e-19
sp,1,37.5,2.48544267064833e-20
tp,1,37.5,1.30586664812998e-19
np,2,37.5,7.57962168658664e-20
sp,2,37.5,2.10798521410778e-20
tp,2,37.5,4.35853809236779e-20
np,3,37.5,3.13380575536809e-10
sp,3,37.5,1.60306682638222e-20
tp,3,37.5,0
np,4,37.5,5.16212873209525e-05
sp,4,37.5,5.97586092181968e-21
tp,4,37.5,2.57669964222104e-20
np,5,37.5,1.29641074031929e-06
sp,5,37.5,0
tp,5,37.5,5.17255104690172e-06
np,6,37.5,3.75974813115479e-05
sp,6,37.5,4.36994925424645e-13
tp,6,37.5,5.29599027796654e-05
np,7,37.5,0.000120107510291135
sp,7,37.5,1.89740863017145e-05
tp,7,37.5,7.37769600364929e-06
np,8,37.5,0.000145315424009233
sp,8,37.5,7.29775103426028e-11
tp,8,37.5,8.75462143058433e-05
np,9,37.5,9.12690746380481e-05
sp,9,37.5,4.92409532799819e-05
tp,9,37.5,3.33478616260673e-05
np,10,37.5,0.000109151297620851
sp,10,37.5,0.000125572627369839
tp,10,37.5,1.24687148605198e-06
np,11,37.5,9.67168300045342e-05
sp,11,37.5,8.99656325550629e-05
tp,11,37.5,3.85023587666518e-05
np,12,37.5,7.0231892033297e-05
sp,12,37.5,0.000123608056936294
tp,12,37.5,7.35031331583831e-05
np,13,37.5,2.63142818693261e-06
sp,13,37.5,8.84706606407141e-05
tp,13,37.5,6.18464725291522e-06
np,14,37.5,1.8121936770641e-08
sp,14,37.5,2.13370887312786e-05
tp,14,37.5,2.46148504417237e-05
np,15,37.5,5.8244720485403e-06
sp,15,37.5,3.61911061116374e-06
tp,15,37.5,6.23940345690925e-06
np,1,37.6,2.11326974233713e-19
sp,1,37.6,3.19112650318885e-20
tp,1,37.6,1.29039292445237e-19
np,2,37.6,7.22374662594043e-20
sp,2,37.6,7.0223804727244e-20
tp,2,37.6,5.92078158331653e-20
np,3,37.6,1.92291456000093e-10
sp,3,37.6,8.13641850774364e-21
tp,3,37.6,4.58744770748808e-21
np,4,37.6,5.38770392433539e-05
sp,4,37.6,0
tp,4,37.6,3.11757409773654e-20
np,5,37.6,1.00179767976311e-06
sp,5,37.6,0
tp,5,37.6,4.24534038579566e-06
np,6,37.6,3.72990563286395e-05
sp,6,37.6,2.39289914730484e-13
tp,6,37.6,5.7227921058399e-05
np,7,37.6,0.000120771339367722
sp,7,37.6,2.02519315049259e-05
tp,7,37.6,8.98207880176674e-06
np,8,37.6,0.000144234953143863
sp,8,37.6,4.3459913295587e-11
tp,8,37.6,8.94701811313864e-05
np,9,37.6,9.19796614276329e-05
sp,9,37.6,4.60535707613314e-05
tp,9,37.6,3.37766543257997e-05
np,10,37.6,0.000108361275303151
sp,10,37.6,0.000131099849711886
tp,10,37.6,1.60048076868966e-06
np,11,37.6,8.89506892856523e-05
sp,11,37.6,8.72229258158601e-05
tp,11,37.6,3.76588701774652e-05
np,12,37.6,6.97218377949482e-05
sp,12,37.6,0.000116628990520945
tp,12,37.6,6.86529684189539e-05
np,13,37.6,2.62821036917464e-06
sp,13,37.6,9.03322556138523e-05
tp,13,37.6,5.118728994876e-06
np,14,37.6,1.21038309505815e-08
sp,14,37.6,2.21754833778332e-05
tp,14,37.6,2.64657774502025e-05
np,15,37.6,4.82146199122493e-06
sp,15,37.6,2.96372266920449e-06
tp,15,37.6,7.45094960074035e-06
np,1,37.7,1.65404015683906e-19
sp,1,37.7,1.1774418983807e-19
tp,1,37.7,1.07111262008546e-19
np,2,37.7,7.50825070709792e-20
sp,2,37.7,3.25209287152752e-20
tp,2,37.7,1.59144417789388e-20
np,3,37.7,1.16774104531292e-10
sp,3,37.7,2.81896422588526e-20
tp,3,37.7,2.13553600176168e-21
np,4,37.7,5.60083992588831e-05
sp,4,37.7,0
tp,4,37.7,1.2228336083181e-20
np,5,37.7,7.66334886040783e-07
sp,5,37.7,0
tp,5,37.7,3.44949310983474e-06
np,6,37.7,3.70949724434318e-05
sp,6,37.7,1.29623845453151e-13
tp,6,37.7,6.14002740016455e-05
np,7,37.7,0.000120577655032782
sp,7,37.7,2.14020115539846e-05
tp,7,37.7,1.08355026083513e-05
np,8,37.7,0.000142669228642007
sp,8,37.7,2.56122263451437e-11
tp,8,37.7,9.07951806080961e-05
np,9,37.7,9.29969291043099e-05
sp,9,37.7,4.31110244114822e-05
tp,9,37.7,3.39483163662589e-05
np,10,37.7,0.000107014810048233
sp,10,37.7,0.000136472550438698
tp,10,37.7,2.03474744796879e-06
np,11,37.7,8.13618466876094e-05
sp,11,37.7,8.50223146008095e-05
tp,11,37.7,3.67233652553594e-05
np,12,37.7,6.93272442243376e-05
sp,12,37.7,0.000109989262139951
tp,12,37.7,6.35876570163876e-05
np,13,37.7,2.78387586302892e-06
sp,13,37.7,9.21473602216702e-05
tp,13,37.7,4.19480274240817e-06
np,14,37.7,8.01450067853997e-09
sp,14,37.7,2.31777537969218e-05
tp,14,37.7,2.81748070022479e-05
np,15,37.7,3.95128708034916e-06
sp,15,37.7,2.40272511849206e-06
tp,15,37.7,8.80970431401993e-06
np,1,37.8,8.97213079604427e-20
sp,1,37.8,6.56541180536076e-20
tp,1,37.8,2.73129167688639e-20
np,2,37.8,1.02173689771758e-19
sp,2,37.8,1.47392886724912e-20
tp,2,37.8,4.71891118384611e-21
np,3,37.8,7.01762815503175e-11
sp,3,37.8,1.7386072701175e-20
tp,3,37.8,1.85732452843422e-20
np,4,37.8,5.79359566980078e-05
sp,4,37.8,1.0265104366999e-20
tp,4,37.8,0
np,5,37.8,5.80285791038188e-07
sp,5,37.8,4.87575938411315e-22
tp,5,37.8,2.77472981827777e-06
np,6,37.8,3.69424638268973e-05
sp,6,37.8,6.94550000109015e-14
tp,6,37.8,6.54111371293654e-05
np,7,37.8,0.000119490616350971
sp,7,37.8,2.23937121726669e-05
tp,7,37.8,1.29504952902878e-05
np,8,37.8,0.000140657553725122
sp,8,37.8,1.49355694925385e-11
tp,8,37.8,9.15018515979701e-05
np,9,37.8,9.42835850663819e-05
sp,9,37.8,4.04499388370846e-05
tp,9,37.8,3.38448145199951e-05
np,10,37.8,0.000105160439698522
sp,10,37.8,0.000141560460403284
tp,10,37.8,2.5616962141057e-06
np,11,37.8,7.40729042590232e-05
sp,11,37.8,8.34097970660254e-05
tp,11,37.8,3.56572723010424e-05
np,12,37.8,6.90092661486408e-05
sp,12,37.8,0.000103727532846686
tp,12,37.8,5.8407004932746e-05
np,13,37.8,3.1057635183357e-06
sp,13,37.8,9.38420083949827e-05
tp,13,37.8,3.40361369094593e-06
np,14,37.8,5.27298279609444e-09
sp,14,37.8,2.43052346748815e-05
tp,14,37.8,2.96979973754609e-05
np,15,37.8,3.20571008890956e-06
sp,15,37.8,1.92836355398989e-06
tp,15,37.8,1.03133010756581e-05
np,1,37.9,1.00887462847498e-19
sp,1,37.9,3.13346053318193e-20
tp,1,37.9,6.21100690532536e-20
np,2,37.9,1.06306271338788e-19
sp,2,37.9,9.48976636483304e-21
tp,2,37.9,1.35847443171299e-21
np,3,37.9,4.17297257337846e-11
sp,3,37.9,2.0995503080782e-21
tp,3,37.9,5.34684333943075e-21
np,4,37.9,5.95838524144276e-05
sp,4,37.9,2.95510580262031e-21
tp,4,37.9,2.72153761863416e-20
np,5,37.9,4.34942430931941e-07
sp,5,37.9,1.40362770148683e-22
tp,5,37.9,2.20950464740816e-06
np,6,37.9,3.679625879205e-05
sp,6,37.9,3.68059331031807e-14
tp,6,37.9,6.91950286619951e-05
np,7,37.9,0.000117503329704304
sp,7,37.9,2.31996212380809e-05
tp,7,37.9,1.53343300055531e-05
np,8,37.9,0.000138247322270765
sp,8,37.9,8.61717155123008e-12
tp,8,37.9,9.15877106790416e-05
np,9,37.9,9.57932878396115e-05
sp,9,37.9,3.80940890681454e-05
tp,9,37.9,3.34594062794086e-05
np,10,37.9,0.0001028553738639
sp,10,37.9,0.000146241551542114
tp,10,37.9,3.19351573149776e-06
np,11,37.9,6.71918938082689e-05
sp,11,37.9,8.24091914192979e-05
tp,11,37.9,3.44353397275013e-05
np,12,37.9,6.87242564449963e-05
sp,12,37.9,9.78670099713903e-05
tp,12,37.9,5.32063996492326e-05
np,13,37.9,3.60407747821026e-06
sp,13,37.9,9.53490411097257e-05
tp,13,37.9,2.73417247663414e-06
np,14,37.9,3.46730181274649e-09
sp,14,37.9,2.55198774603439e-05
tp,14,37.9,3.09944225906265e-05
np,15,37.9,2.57467527303359e-06
sp,15,37.9,1.53206796866165e-06
tp,15,37.9,1.19543324777546e-05
np,1,38,2.9207219048602e-20
sp,1,38,8.18442989569885e-20
tp,1,38,1.31119304795345e-19
np,2,38,4.75761371056207e-20
sp,2,38,1.63960051713795e-20
tp,2,38,7.18455855571629e-20
np,3,38,2.45505360437313e-11
sp,3,38,0
tp,3,38,9.585304138356e-21
np,4,38,6.08831046230058e-05
sp,4,38,0
tp,4,38,5.8318663256464e-21
np,5,38,3.22676839744608e-07
sp,5,38,0
tp,5,38,1.7416563222447e-06
np,6,38,3.66109303574362e-05
sp,6,38,1.92866726382195e-14
tp,6,38,7.26882872115473e-05
np,7,38,0.00011463703688153
sp,7,38,2.37967757230565e-05
tp,7,38,1.79876606403565e-05
np,8,38,0.000135491647153524
sp,8,38,4.91840321584533e-12
tp,8,38,9.10678852543494e-05
np,9,38,9.74723381356429e-05
sp,9,38,3.60537311277441e-05
tp,9,38,3.27968128735579e-05
np,10,38,0.000100163735441094
sp,10,38,0.000150405282541146
tp,10,38,3.94204739993565e-06
np,11,38,6.08099749300776e-05
sp,11,38,8.20218220136503e-05
tp,11,38,3.30454248578854e-05
np,12,38,6.8426496442905e-05
sp,12,38,9.24179337489268e-05
tp,12,38,4.80743642663591e-05
np,13,38,4.29161606550298e-06
sp,13,38,9.66107655900527e-05
tp,13,38,2.17443348790022e-06
np,14,38,2.3113721520648e-09
sp,14,38,2.67858020165684e-05
tp,14,38,3.20279783122733e-05
np,15,38,2.04700268593941e-06
sp,15,38,1.20491331576059e-06
tp,15,38,1.3719806573211e-05
np,1,38.1,1.81439487296058e-20
sp,1,38.1,1.90352255660234e-19
tp,1,38.1,1.58118611889604e-19
np,2,38.1,2.8867172832182e-20
sp,2,38.1,4.70202122929823e-20
tp,2,38.1,1.25668871061547e-20
np,3,38.1,1.4288264732414e-11
sp,3,38.1,3.39899907328181e-20
tp,3,38.1,1.42484250705347e-21
np,4,38.1,6.17746106349734e-05
sp,4,38.1,0
tp,4,38.1,0
np,5,38.1,2.36933987977504e-07
sp,5,38.1,0
tp,5,38.1,1.35895809851283e-06
np,6,38.1,3.63432525937847e-05
sp,6,38.1,9.99172984692931e-15
tp,6,38.1,7.58305468144409e-05
np,7,38.1,0.000110939220707519
sp,7,38.1,2.41677396073345e-05
tp,7,38.1,2.09032496475344e-05
np,8,38.1,0.000132446863475437
sp,8,38.1,2.77681056463456e-12
tp,8,38.1,8.99751682892212e-05
np,9,38.1,9.92619139742754e-05
sp,9,38.1,3.43256713734256e-05
tp,9,38.1,3.18728774105944e-05
np,10,38.1,9.71546254377757e-05
sp,10,38.1,0.000153955308423612
tp,10,38.1,4.81817089050795e-06
np,11,38.1,5.49998394754977e-05
sp,11,38.1,8.2227341559235e-05
tp,11,38.1,3.14876682988988e-05
np,12,38.1,6.8071043771535e-05
sp,12,38.1,8.738075614139e-05
tp,12,38.1,4.30906428592441e-05
np,13,38.1,5.18326209768217e-06
sp,13,38.1,9.75812822223095e-05
tp,13,38.1,1.71189914001611e-06
np,14,38.1,1.61283186797459e-09
sp,14,38.1,2.80706488751007e-05
tp,14,38.1,3.27690367897325e-05
np,15,38.1,1.61100006768847e-06
sp,15,38.1,9.38004216139629e-07
tp,15,38.1,1.55908070484894e-05
np,1,38.2,1.47927392716692e-21
sp,1,38.2,1.60580252285143e-20
tp,1,38.2,1.2618515354982e-20
np,2,38.2,2.19318677330257e-21
sp,2,38.2,4.01770185279792e-21
tp,2,38.2,2.66020312013163e-20
np,3,38.2,8.22501392305157e-12
sp,3,38.2,3.5252701364829e-20
tp,3,38.2,0
np,4,38.2,6.22116716462103e-05
sp,4,38.2,0
tp,4,38.2,0
np,5,38.2,1.72181022075629e-07
sp,5,38.2,0
tp,5,38.2,1.04955814347189e-06
np,6,38.2,3.59544157562995e-05
sp,6,38.2,5.11652929832364e-15
tp,6,38.2,7.85661650184407e-05
np,7,38.2,0.000106480754451377
sp,7,38.2,2.43014426547669e-05
tp,7,38.2,2.40648762614618e-05
np,8,38.2,0.000129170073805604
sp,8,38.2,1.55056165701115e-12
tp,8,38.2,8.83593349377083e-05
np,9,38.2,0.000101100743993089
sp,9,38.2,3.28940363637805e-05
tp,9,38.2,3.07137443002155e-05
np,10,38.2,9.39000616694678e-05
sp,10,38.2,0.000156811568847548
tp,10,38.2,5.83109908192744e-06
np,11,38.2,4.98147962904658e-05
sp,11,38.2,8.29855975123371e-05
tp,11,38.2,2.97731441554276e-05
np,12,38.2,6.76165126815058e-05
sp,12,38.2,8.27496836889808e-05
tp,12,38.2,3.83248542959718e-05
np,13,38.2,6.29523285155878e-06
sp,13,38.2,9.82283449835545e-05
tp,13,38.2,1.33413102906217e-06
np,14,38.2,1.24995735160102e-09
sp,14,38.2,2.93466696455022e-05
tp,14,38.2,3.31958458479447e-05
np,15,38.2,1.25497619983006e-06
sp,15,38.2,7.22779058716011e-07
tp,15,38.2,1.75424107696566e-05
np,1,38.3,0
sp,1,38.3,0
tp,1,38.3,0
np,2,38.3,7.63492068628931e-20
sp,2,38.3,6.06753582654847e-20
tp,2,38.3,9.49242352426175e-20
np,3,38.3,4.68230292055914e-12
sp,3,38.3,7.93464168896176e-21
tp,3,38.3,0
np,4,38.3,6.21619150173844e-05
sp,4,38.3,3.04713466528113e-21
tp,4,38.3,0
np,5,38.3,1.23826452953264e-07
sp,5,38.3,0
tp,5,38.3,8.02310249063666e-07
np,6,38.3,3.54119636390056e-05
sp,6,38.3,2.58910036501785e-15
tp,6,38.3,8.0845564050967e-05
np,7,38.3,0.000101352262703577
sp,7,38.3,2.41937241398966e-05
tp,7,38.3,2.7446516871676e-05
np,8,38.3,0.000125716886101941
sp,8,38.3,8.56394821397588e-13
tp,8,38.3,8.62857024215066e-05
np,9,38.3,0.000102928067844798
sp,9,38.3,3.1731667484252e-05
tp,9,38.3,2.93546216577396e-05
np,10,38.3,9.0472854864138e-05
sp,10,38.3,0.000158911714419774
tp,10,38.3,6.98760541062265e-06
np,11,38.3,4.5288489780514e-05
sp,11,38.3,8.42393882809396e-05
tp,11,38.3,2.79221005828754e-05
np,12,38.3,6.70276101137296e-05
sp,12,38.3,7.85162466995709e-05
tp,12,38.3,3.38357176251697e-05
np,13,38.3,7.64409769611863e-06
sp,13,38.3,9.85346376588626e-05
tp,13,38.3,1.02915856531485e-06
np,14,38.3,1.15614915251641e-09
sp,14,38.3,3.0591504407631e-05
tp,14,38.3,3.32955804096784e-05
np,15,38.3,9.67648768870854e-07
sp,15,38.3,5.51234593061013e-07
tp,15,38.3,1.95439057654001e-05
np,1,38.4,0
sp,1,38.4,8.65668380758638e-20
tp,1,38.4,2.32689399210593e-22
np,2,38.4,6.95866440521058e-20
sp,2,38.4,3.48032713290454e-20
tp,2,38.4,6.64182721622685e-20
np,3,38.4,2.64437865225828e-12
sp,3,38.4,4.33177294603664e-22
tp,3,38.4,2.71207448259419e-23
np,4,38.4,6.16033233335001e-05
sp,4,38.4,0
tp,4,38.4,0
np,5,38.4,8.82196264567549e-08
sp,5,38.4,0
tp,5,38.4,6.0743980428226e-07
np,6,38.4,3.46893351329436e-05
sp,6,38.4,1.30071930492971e-15
tp,6,38.4,8.26209503787721e-05
np,7,38.4,9.56553232201328e-05
sp,7,38.4,2.38451919099675e-05
tp,7,38.4,3.10132860823698e-05
np,8,38.4,0.000122138686515123
sp,8,38.4,4.69902852921067e-13
tp,8,38.4,8.38300000171052e-05
np,9,38.4,0.00010468545239108
sp,9,38.4,3.08039699051081e-05
tp,9,38.4,2.78371006987502e-05
np,10,38.4,8.69441802283049e-05
sp,10,38.4,0.000160203358074304
tp,10,38.4,8.29272833546227e-06
np,11,38.4,4.14420854566984e-05
sp,11,38.4,8.5921428259175e-05
tp,11,38.4,2.59611390675727e-05
np,12,38.4,6.62754228982778e-05
sp,12,38.4,7.46765469307551e-05
tp,12,38.4,2.96745528564864e-05
np,13,38.4,9.24833122832661e-06
sp,13,38.4,9.84949879961163e-05
tp,13,38.4,7.86310651331978e-07
np,14,38.4,1.313650378728e-09
sp,14,38.4,3.17880051915101e-05
tp,14,38.4,3.30616394412677e-05
np,15,38.4,7.38944379454269e-07
sp,15,38.4,4.16382809143086e-07
tp,15,38.4,2.15590527443998e-05
np,1,38.5,0
sp,1,38.5,0
tp,1,38.5,2.14450621694886e-20
np,2,38.5,9.31401074540069e-20
sp,2,38.5,3.45422797226352e-20
tp,2,38.5,1.30097497416592e-21
np,3,38.5,1.49284091185004e-12
sp,3,38.5,3.65181175350733e-20
tp,3,38.5,2.2781425653662e-21
np,4,38.5,6.05254847041746e-05
sp,4,38.5,0
tp,4,38.5,0
np,5,38.5,6.24261707784056e-08
sp,5,38.5,0
tp,5,38.5,4.56284201682043e-07
np,6,38.5,3.37666392978892e-05
sp,6,38.5,6.55986173696909e-16
tp,6,38.5,8.38461709028556e-05
np,7,38.5,8.95039809277189e-05
sp,7,38.5,2.32619111751511e-05
tp,7,38.5,3.47186137877059e-05
np,8,38.5,0.000118483117811369
sp,8,38.5,2.59133733475176e-13
tp,8,38.5,8.10803303700553e-05
np,9,38.5,0.00010631770964561
sp,9,38.5,3.00688243393566e-05
tp,9,38.5,2.62099276174239e-05
np,10,38.5,8.33846859020529e-05
sp,10,38.5,0.000160643897675989
tp,10,38.5,9.74870586695694e-06
np,11,38.5,3.82839782977768e-05
sp,11,38.5,8.7953962146214e-05
tp,11,38.5,2.39227736035676e-05
np,12,38.5,6.53387183344789e-05
sp,12,38.5,7.12340143103971e-05
tp,12,38.5,2.58868349914852e-05
np,13,38.5,1.11274203960316e-05
sp,13,38.5,9.81176508218247e-05
tp,13,38.5,5.95973092678763e-07
np,14,38.5,1.75351378116393e-09
sp,14,38.5,3.29240553583056e-05
tp,14,38.5,3.24946188521079e-05
np,15,38.5,5.59779066692019e-07
sp,15,38.5,3.1205698093366e-07
tp,15,38.5,2.35448098014734e-05
np,1,38.6,0
sp,1,38.6,0
tp,1,38.6,3.03864421745398e-20
np,2,38.6,4.0503397075175e-20
sp,2,38.6,1.49145357691024e-20
tp,2,38.6,2.08155995866462e-20
np,3,38.6,8.34433299494416e-13
sp,3,38.6,2.09959661714827e-21
tp,3,38.6,0
np,4,38.6,5.89607225250321e-05
sp,4,38.6,0
tp,4,38.6,1.37183201606552e-22
np,5,38.6,4.37383705587198e-08
sp,5,38.6,0
tp,5,38.6,3.3937007914464e-07
np,6,38.6,3.26444182381581e-05
sp,6,38.6,3.27533125840242e-16
tp,6,38.6,8.45131422014991e-05
np,7,38.6,8.30389985295518e-05
sp,7,38.6,2.24683827498205e-05
tp,7,38.6,3.84995046250833e-05
np,8,38.6,0.000114794242522518
sp,8,38.6,1.43728395795995e-13
tp,8,38.6,7.81451709368776e-05
np,9,38.6,0.000107786848597248
sp,9,38.6,2.94707015792897e-05
tp,9,38.6,2.45302248601912e-05
np,10,38.6,7.98596732215787e-05
sp,10,38.6,0.000160253132096406
tp,10,38.6,1.13450877200073e-05
np,11,38.6,3.57698766937144e-05
sp,11,38.6,9.02375553919721e-05
tp,11,38.6,2.18455453785816e-05
np,12,38.6,6.42173823730433e-05
sp,12,38.6,6.81780145026986e-05
tp,12,38.6,2.24878627123311e-05
np,13,38.6,1.32827505436217e-05
sp,13,38.6,9.7442878784223e-05
tp,13,38.6,4.47276940357625e-07
np,14,38.6,2.54047711917684e-09
sp,14,38.6,3.39966664144592e-05
tp,14,38.6,3.16216515845606e-05
np,15,38.6,4.19884769632131e-07
sp,15,38.6,2.31567569426373e-07
tp,15,38.6,2.54571190406021e-05
np,1,38.7,1.54299887250643e-20
sp,1,38.7,2.54214508247912e-21
tp,1,38.7,0
np,2,38.7,4.5888629164943e-20
sp,2,38.7,0
tp,2,38.7,0
np,3,38.7,4.61783634992058e-13
sp,3,38.7,0
tp,3,38.7,0
np,4,38.7,5.69403225140084e-05
sp,4,38.7,0
tp,4,38.7,1.15843592467772e-21
np,5,38.7,3.03419397703932e-08
sp,5,38.7,0
tp,5,38.7,2.49925190719249e-07
np,6,38.7,3.13270686977166e-05
sp,6,38.7,1.61864239604542e-16
tp,6,38.7,8.46082660414014e-05
np,7,38.7,7.63848215982603e-05
sp,7,38.7,2.14873262348207e-05
tp,7,38.7,4.22900002128727e-05
np,8,38.7,0.000111105603822722
sp,8,38.7,8.33206396532611e-14
tp,8,38.7,7.51243468970769e-05
np,9,38.7,0.000109064179871906
sp,9,38.7,2.89596788669496e-05
tp,9,38.7,2.28517914449753e-05
np,10,38.7,7.64246676905102e-05
sp,10,38.7,0.000159043187404276
tp,10,38.7,1.30705200119134e-05
np,11,38.7,3.38609142588897e-05
sp,11,38.7,9.26846839348154e-05
tp,11,38.7,1.97650836347748e-05
np,12,38.7,6.29173215165219e-05
sp,12,38.7,6.55162943934827e-05
tp,12,38.7,1.94940106123985e-05
np,13,38.7,1.5718050278697e-05
sp,13,38.7,9.6512954365884e-05
tp,13,38.7,3.32379785001087e-07
np,14,38.7,3.80045641372488e-09
sp,14,38.7,3.50061622621138e-05
tp,14,38.7,3.04681645787731e-05
np,15,38.7,3.11851974019459e-07
sp,15,38.7,1.70144014105072e-07
tp,15,38.7,2.72508407270015e-05
np,1,38.8,8.54583990926616e-20
sp,1,38.8,1.40795727644994e-20
tp,1,38.8,0
np,2,38.8,5.79649745307234e-20
sp,2,38.8,0
tp,2,38.8,0
np,3,38.8,2.530074183504e-13
sp,3,38.8,3.78330959383447e-21
tp,3,38.8,0
