class,N,time,D
sp,8,35.4,3.94909320947467e-07
tp,8,35.4,2.30229865184891e-05
np,9,35.4,0.000125038555856954
sp,9,35.4,9.56471543828706e-05
tp,9,35.4,3.14276045189376e-05
np,10,35.4,3.33257795650911e-05
sp,10,35.4,0.000127651987349083
tp,10,35.4,3.48534730911376e-06
np,11,35.4,0.000136478093901344
sp,11,35.4,0.000136364326372982
tp,11,35.4,0.000136967019017006
np,12,35.4,9.75918383615063e-05
sp,12,35.4,0.000206989129786653
tp,12,35.4,4.91173729582948e-05
np,13,35.4,3.58104491731089e-05
sp,13,35.4,0.000120902873566659
tp,13,35.4,4.16748962368356e-05
np,14,35.4,9.13850087091868e-06
sp,14,35.4,4.78423181055762e-05
tp,14,35.4,5.39227754509e-07
np,15,35.4,3.08733148918938e-05
sp,15,35.4,2.40879572568027e-05
tp,15,35.4,1.51295661264261e-08
np,1,35.5,3.61884103384998e-20
sp,1,35.5,5.67724802002902e-20
tp,1,35.5,1.63313666540361e-20
np,2,35.5,8.39989202394282e-15
sp,2,35.5,0
tp,2,35.5,2.13152342770388e-20
np,3,35.5,6.95801756705807e-07
sp,3,35.5,0
tp,3,35.5,0
np,4,35.5,3.33388515114421e-05
sp,4,35.5,0
tp,4,35.5,2.24572454653426e-19
np,5,35.5,2.76306873416436e-05
sp,5,35.5,1.03859836373192e-19
tp,5,35.5,3.32015671987857e-05
np,6,35.5,6.71471628148496e-05
sp,6,35.5,8.9394191173206e-09
tp,6,35.5,1.28775309744048e-05
np,7,35.5,0.000106046890258163
sp,7,35.5,6.3556879628716e-07
tp,7,35.5,5.41542277011475e-06
np,8,35.5,9.12330492216064e-05
sp,8,35.5,2.89017872812775e-07
tp,8,35.5,2.27340639506774e-05
np,9,35.5,0.00012402055738135
sp,9,35.5,9.46648396992368e-05
tp,9,35.5,3.03588444646462e-05
np,10,35.5,3.6155916156171e-05
sp,10,35.5,0.000121787051613734
tp,10,35.5,2.67665077911863e-06
np,11,35.5,0.000139019570334711
sp,11,35.5,0.000135903256224055
tp,11,35.5,0.000128160545475886
np,12,35.5,9.65846296313051e-05
sp,12,35.5,0.000208329952313552
tp,12,35.5,5.28192889918578e-05
np,13,35.5,3.35230882394976e-05
sp,13,35.5,0.000116720054135896
tp,13,35.5,4.07781242754284e-05
np,14,35.5,7.48911143305976e-06
sp,14,35.5,4.72141626792506e-05
tp,14,35.5,7.14140311267459e-07
np,15,35.5,3.15017312199628e-05
sp,15,35.5,2.42976358815789e-05
tp,15,35.5,2.21563449283936e-08
np,1,35.6,8.61094443296833e-21
sp,1,35.6,6.10752736641309e-20
tp,1,35.6,5.70301692680661e-21
np,2,35.6,4.29178811408794e-15
sp,2,35.6,0
tp,2,35.6,7.4434151443632e-21
np,3,35.6,5.18299863371741e-07
sp,3,35.6,0
tp,3,35.6,0
np,4,35.6,3.40729625371757e-05
sp,4,35.6,0
tp,4,35.6,9.58313526293445e-20
np,5,35.6,2.6065339679708e-05
sp,5,35.6,4.77478768248919e-20
tp,5,35.6,3.32556714432901e-05
np,6,35.6,6.61462066772443e-05
sp,6,35.6,5.97267247686015e-09
tp,6,35.6,1.18880592559343e-05
np,7,35.6,0.00010161763557195
sp,7,35.6,8.27522387330527e-07
tp,7,35.6,4.35149046031733e-06
np,8,35.6,9.49369506448085e-05
sp,8,35.6,2.09407116770797e-07
tp,8,35.6,2.30265442288369e-05
np,9,35.6,0.000122651626361048
sp,9,35.6,9.37355327015829e-05
tp,9,35.6,2.92301327111921e-05
np,10,35.6,3.95828272809731e-05
sp,10,35.6,0.000116128898487376
tp,10,35.6,2.03574571141962e-06
np,11,35.6,0.000141861143960695
sp,11,35.6,0.000135675591807706
tp,11,35.6,0.00011933011161692
np,12,35.6,9.56179148065333e-05
sp,12,35.6,0.00020935493376428
tp,12,35.6,5.69038764537111e-05
np,13,35.6,3.11693660989967e-05
sp,13,35.6,0.000112481557257201
tp,13,35.6,3.97642708447498e-05
np,14,35.6,6.07710817251499e-06
sp,14,35.6,4.61876179223777e-05
tp,14,35.6,9.36410074715887e-07
np,15,35.6,3.18253103814319e-05
sp,15,35.6,2.42727705569515e-05
tp,15,35.6,3.21992001312806e-08
np,1,35.7,2.55705279843251e-20
sp,1,35.7,1.05714013034532e-19
tp,1,35.7,2.6263140044278e-20
np,2,35.7,2.16832109215919e-15
sp,2,35.7,0
tp,2,35.7,0
np,3,35.7,3.82302239679884e-07
sp,3,35.7,0
tp,3,35.7,0
np,4,35.7,3.46058156084905e-05
sp,4,35.7,0
tp,4,35.7,1.48719315767063e-20
np,5,35.7,2.43445485885555e-05
sp,5,35.7,7.82035078790378e-21
tp,5,35.7,3.29805669561475e-05
np,6,35.7,6.49263796491034e-05
sp,6,35.7,3.94899519827262e-09
tp,6,35.7,1.11684372954589e-05
np,7,35.7,9.75881457867739e-05
sp,7,35.7,1.0668049402723e-06
tp,7,35.7,3.47346711014696e-06
np,8,35.7,9.86780263928478e-05
sp,8,35.7,1.50200999532225e-07
tp,8,35.7,2.38922958047095e-05
np,9,35.7,0.000120972366824663
sp,9,35.7,9.28368924784622e-05
tp,9,35.7,2.80956377119395e-05
np,10,35.7,4.35408054476321e-05
sp,10,35.7,0.000110778249780714
tp,10,35.7,1.53359419687331e-06
np,11,35.7,0.000144841951914006
sp,11,35.7,0.000135568422533221
tp,11,35.7,0.000110606687808512
np,12,35.7,9.46487443526224e-05
sp,12,35.7,0.000209996835481425
tp,12,35.7,6.12650407919517e-05
np,13,35.7,2.87737533840861e-05
sp,13,35.7,0.00010825468473328
tp,13,35.7,3.86103667260449e-05
np,14,35.7,4.8827111444987e-06
sp,14,35.7,4.47974979666966e-05
tp,14,35.7,1.21570651593959e-06
np,15,35.7,3.18343733538182e-05
sp,15,35.7,2.40121777929101e-05
tp,15,35.7,4.63737262669468e-08
np,1,35.8,1.36349521385212e-20
sp,1,35.8,9.15776197422206e-20
tp,1,35.8,5.17864733267499e-21
np,2,35.8,1.08293664371065e-15
sp,2,35.8,0
tp,2,35.8,0
np,3,35.8,2.79211744658686e-07
sp,3,35.8,0
tp,3,35.8,0
np,4,35.8,3.49582926977711e-05
sp,4,35.8,0
tp,4,35.8,0
np,5,35.8,2.25113152175797e-05
sp,5,35.8,0
tp,5,35.8,3.23841771909061e-05
np,6,35.8,6.35045765406728e-05
sp,6,35.8,2.58362246839876e-09
tp,6,35.8,1.07426320440295e-05
np,7,35.8,9.40930452163898e-05
sp,7,35.8,1.3616924042258e-06
tp,7,35.8,2.75942566369653e-06
np,8,35.8,0.000102462648167164
sp,8,35.8,1.06645349108747e-07
tp,8,35.8,2.53154240303398e-05
np,9,35.8,0.00011902744801897
sp,9,35.8,9.19358576651538e-05
tp,9,35.8,2.70096907426922e-05
np,10,35.8,4.79561752670417e-05
sp,10,35.8,0.000105830037545787
tp,10,35.8,1.14477662994472e-06
np,11,35.8,0.000147792580348458
sp,11,35.8,0.000135466374769471
tp,11,35.8,0.000102115714118706
np,12,35.8,9.36369655218451e-05
sp,12,35.8,0.00021018130115828
tp,12,35.8,6.57859477733787e-05
np,13,35.8,2.63633091861772e-05
sp,13,35.8,0.00010410960821959
tp,13,35.8,3.73008100114454e-05
np,14,35.8,3.88424822382216e-06
sp,14,35.8,4.30903562116733e-05
tp,14,35.8,1.56271427676506e-06
np,15,35.8,3.15284699339852e-05
sp,15,35.8,2.35220388541549e-05
tp,15,35.8,6.61516456390612e-08
np,1,35.9,5.90026545919553e-20
sp,1,35.9,8.38533161576586e-20
tp,1,35.9,0
np,2,35.9,5.34672869486785e-16
sp,2,35.9,0
tp,2,35.9,0
np,3,35.9,2.01897218105636e-07
sp,3,35.9,4.22333717748588e-21
tp,3,35.9,0
np,4,35.9,3.51614191429441e-05
sp,4,35.9,5.87105610486485e-21
tp,4,35.9,0
np,5,35.9,2.06088594036987e-05
sp,5,35.9,0
tp,5,35.9,3.1483729130144e-05
np,6,35.9,6.19014648380749e-05
sp,6,35.9,1.67246875390774e-09
tp,6,35.9,1.06308105740157e-05
np,7,35.9,9.12477100296486e-05
sp,7,35.9,1.72093844291265e-06
tp,7,35.9,2.18920578635426e-06
np,8,35.9,0.000106290709109218
sp,8,35.9,7.49495915887753e-08
tp,8,35.9,2.7272651808875e-05
np,9,35.9,0.000116864474205406
sp,9,35.9,9.09908645757972e-05
tp,9,35.9,2.60242115726241e-05
np,10,35.9,5.27480143432764e-05
sp,10,35.9,0.000101372650816292
tp,10,35.9,8.47473855131398e-07
np,11,35.9,0.000150541507256888
sp,11,35.9,0.000135256986326564
tp,11,35.9,9.39731572237359e-05
np,12,35.9,9.25481669566694e-05
sp,12,35.9,0.000209831724623953
tp,12,35.9,7.0342433354197e-05
np,13,35.9,2.39664693437193e-05
sp,13,35.9,0.000100117174308171
tp,13,35.9,3.58282305532863e-05
np,14,35.9,3.05926827210397e-06
sp,14,35.9,4.1122490925208e-05
tp,14,35.9,1.98895846827659e-06
np,15,35.9,3.09164082760941e-05
sp,15,35.9,2.28154901441916e-05
tp,15,35.9,9.34457438389186e-08
np,1,36,6.56434440101769e-20
sp,1,36,4.74900047253911e-20
tp,1,36,3.04470525314661e-20
np,2,36,2.60839354334937e-16
sp,2,36,2.48281583022827e-20
tp,2,36,0
np,3,36,1.44531669152744e-07
sp,3,36,3.20759785631897e-22
tp,3,36,4.02368540944305e-22
np,4,36,3.52552543596959e-05
sp,4,36,4.45902995306271e-22
tp,4,36,0
np,5,36,1.86789746420926e-05
sp,5,36,0
tp,5,36,3.03049300195941e-05
np,6,36,6.01417364055651e-05
sp,6,36,1.07110187575632e-09
tp,6,36,1.08495636091284e-05
np,7,36,8.91431206479934e-05
sp,7,36,2.15351787715879e-06
tp,7,36,1.74488407409757e-06
np,8,36,0.000110154231319091
sp,8,36,5.21341726512892e-08
tp,8,36,2.97336017935721e-05
np,9,36,0.000114532951798837
sp,9,36,8.99547789571259e-05
tp,9,36,2.51862699232749e-05
np,10,36,5.78291252537686e-05
sp,10,36,9.74870885361408e-05
tp,10,36,6.23322171857983e-07
np,11,36,0.000152921681282039
sp,11,36,0.00013483583895298
tp,11,36,8.62818950319085e-05
np,12,36,9.13561332086716e-05
sp,12,36,0.000208874713133328
tp,12,36,7.48067497812247e-05
np,13,36,2.16117957948455e-05
sp,13,36,9.63466521489057e-05
tp,13,36,3.41938108832482e-05
np,14,36,2.38546837292881e-06
sp,14,36,3.89575916591435e-05
tp,14,36,2.50653287620694e-06
np,15,36,3.00158347970979e-05
sp,15,36,2.1911903405077e-05
tp,15,36,1.30706342663396e-07
np,1,36.1,7.49577072800677e-20
sp,1,36.1,1.73475723644025e-19
tp,1,36.1,2.4112067910985e-20
np,2,36.1,1.25676801328599e-16
sp,2,36.1,5.63100293696505e-21
tp,2,36.1,2.79982370722431e-20
np,3,36.1,1.0242243312256e-07
sp,3,36.1,0
tp,3,36.1,9.69562749262534e-24
np,4,36.1,3.5287209761435e-05
sp,4,36.1,0
tp,4,36.1,0
np,5,36.1,1.6760577480804e-05
sp,5,36.1,1.52321858111392e-20
tp,5,36.1,2.88807535321168e-05
np,6,36.1,5.82541584211042e-05
sp,6,36.1,6.78577154817698e-10
tp,6,36.1,1.14120583385785e-05
np,7,36.1,8.78417556417521e-05
sp,7,36.1,2.66828942898624e-06
tp,7,36.1,1.41115067625529e-06
np,8,36.1,0.000114036380735122
sp,8,36.1,3.5889365601184e-08
tp,8,36.1,3.26609913525773e-05
np,9,36.1,0.000112083394049846
sp,9,36.1,8.87783254417848e-05
tp,9,36.1,2.45358890703395e-05
np,10,36.1,6.31072823989252e-05
sp,10,36.1,9.4245937352496e-05
tp,10,36.1,4.57182149221823e-07
np,11,36.1,0.000154776941585428
sp,11,36.1,0.000134111267865748
tp,11,36.1,7.91285925903975e-05
np,12,36.1,9.00446644033892e-05
sp,12,36.1,0.00020724571535732
tp,12,36.1,7.90515353602456e-05
np,13,36.1,1.93267748091243e-05
sp,13,36.1,9.28635092783419e-05
tp,13,36.1,3.24070684215901e-05
np,14,36.1,1.84142503630093e-06
sp,14,36.1,3.66641497774504e-05
tp,14,36.1,3.12772145835907e-06
np,15,36.1,2.88523923362968e-05
sp,15,36.1,2.08358998576369e-05
tp,15,36.1,1.8102724653296e-07
np,1,36.2,1.69054695125219e-19
sp,1,36.2,1.67787245599557e-19
tp,1,36.2,1.45197892464611e-20
np,2,36.2,6.05351798033484e-17
sp,2,36.2,6.42676488613994e-21
tp,2,36.2,0
np,3,36.2,7.20197503516882e-08
sp,3,36.2,9.91503249750621e-22
tp,3,36.2,1.09006629383204e-21
np,4,36.2,3.53108291216641e-05
sp,4,36.2,0
tp,4,36.2,6.35112846891031e-22
np,5,36.2,1.48901002158713e-05
sp,5,36.2,0
tp,5,36.2,2.72465523020013e-05
np,6,36.2,5.6270161566916e-05
sp,6,36.2,4.27086306383475e-10
tp,6,36.2,1.23355007586429e-05
np,7,36.2,8.73918758778409e-05
sp,7,36.2,3.27559838602282e-06
tp,7,36.2,1.17742847804641e-06
np,8,36.2,0.000117910081817585
sp,8,36.2,2.45199518431606e-08
tp,8,36.2,3.60184119986443e-05
np,9,36.2,0.000109566255593283
sp,9,36.2,8.74089875979193e-05
tp,9,36.2,2.41091302644307e-05
np,10,36.2,6.84867917569595e-05
sp,10,36.2,9.17278063574625e-05
tp,10,36.2,3.37601903663181e-07
np,11,36.2,0.000155951826240707
sp,11,36.2,0.000132999535347918
tp,11,36.2,7.25947011573864e-05
np,12,36.2,8.86062210196031e-05
sp,12,36.2,0.000204878802259816
tp,12,36.2,8.29444030520178e-05
np,13,36.2,1.71391711765498e-05
sp,13,36.2,8.97355341884987e-05
tp,13,36.2,3.04828517151613e-05
np,14,36.2,1.40901263479924e-06
sp,14,36.2,3.43130419738289e-05
tp,14,36.2,3.8671256292103e-06
np,15,36.2,2.7454554501137e-05
sp,15,36.2,1.96138562758901e-05
tp,15,36.2,2.48705399096823e-07
np,1,36.3,8.87860034671271e-20
sp,1,36.3,8.54896161151661e-20
tp,1,36.3,1.55742424570987e-19
np,2,36.3,2.92204470558769e-17
sp,2,36.3,0
tp,2,36.3,6.73881108447182e-22
np,3,36.3,5.02722384929566e-08
sp,3,36.3,4.11473848646868e-20
tp,3,36.3,4.61169145253983e-20
np,4,36.3,3.53845194928211e-05
sp,4,36.3,1.93187512703791e-21
tp,4,36.3,2.63571831460009e-20
np,5,36.3,1.30988756983946e-05
sp,5,36.3,0
tp,5,36.3,2.5447714228507e-05
np,6,36.3,5.42280436779222e-05
sp,6,36.3,2.67240113557437e-10
tp,6,36.3,1.36263464678189e-05
np,7,36.3,8.77895562552765e-05
sp,7,36.3,3.98308541255804e-06
tp,7,36.3,1.03407395434958e-06
np,8,36.3,0.00012173727856798
sp,8,36.3,1.66346338503115e-08
tp,8,36.3,3.97517599573804e-05
np,9,36.3,0.000107034942741528
sp,9,36.3,8.58021895643455e-05
tp,9,36.3,2.39273023331505e-05
np,10,36.3,7.38644015547394e-05
sp,10,36.3,8.99868355006687e-05
tp,10,36.3,2.54605499440844e-07
np,11,36.3,0.000156323765234344
sp,11,36.3,0.000131444230684321
tp,11,36.3,6.67292512457313e-05
np,12,36.3,8.70481084116792e-05
sp,12,36.3,0.000201741866295658
tp,12,36.3,8.63648003835366e-05
np,13,36.3,1.50723966610998e-05
sp,13,36.3,8.70169064552228e-05
tp,13,36.3,2.84464964775024e-05
np,14,36.3,1.0690416474742e-06
sp,14,36.3,3.19782783960731e-05
tp,14,36.3,4.73639657155184e-06
np,15,36.3,2.58625064079059e-05
sp,15,36.3,1.82791364985282e-05
tp,15,36.3,3.38796477695926e-07
np,1,36.4,1.10036790036457e-19
sp,1,36.4,9.65714661814488e-20
tp,1,36.4,6.95328582681134e-20
np,2,36.4,1.38769185177071e-17
sp,2,36.4,0
tp,2,36.4,1.04209914437074e-20
np,3,36.4,3.4755173153428e-08
sp,3,36.4,0
tp,3,36.4,1.15756505291618e-20
np,4,36.4,3.5562936338091e-05
sp,4,36.4,2.5436355839326e-20
tp,4,36.4,5.29949815903047e-22
np,5,36.4,1.14096174534694e-05
sp,5,36.4,0
tp,5,36.4,2.3533400191673e-05
np,6,36.4,5.21684669273638e-05
sp,6,36.4,1.65560515588519e-10
tp,6,36.4,1.52794256688155e-05
np,7,36.4,8.89790410063633e-05
sp,7,36.4,4.79436714296154e-06
tp,7,36.4,9.73434052901068e-07
np,8,36.4,0.000125473299620763
sp,8,36.4,1.11753288253655e-08
tp,8,36.4,4.37944745171513e-05
np,9,36.4,0.000104540311624017
sp,9,36.4,8.39290881564654e-05
tp,9,36.4,2.3993949629138e-05
np,10,36.4,7.91411142116914e-05
sp,10,36.4,8.90458579491462e-05
tp,10,36.4,2.00307347839758e-07
np,11,36.4,0.000155819112899287
sp,11,36.4,0.000129424183401182
tp,11,36.4,6.15433277017875e-05
np,12,36.4,8.53911484821533e-05
sp,12,36.4,0.000197843323523537
tp,12,36.4,8.92193527982421e-05
np,13,36.4,1.31426472254745e-05
sp,13,36.4,8.47412866774391e-05
tp,13,36.4,2.63298458395513e-05
np,14,36.4,8.03262731114342e-07
sp,14,36.4,2.97273409180575e-05
tp,14,36.4,5.74237970171884e-06
np,15,36.4,2.41225316440624e-05
sp,15,36.4,1.68674663633512e-05
tp,15,36.4,4.56755923719061e-07
np,1,36.5,1.92891930897465e-19
sp,1,36.5,9.25808634347611e-20
tp,1,36.5,1.24028781860671e-19
np,2,36.5,6.54574423573512e-18
sp,2,36.5,0
tp,2,36.5,1.16116763686604e-20
np,3,36.5,2.37962972367938e-08
sp,3,36.5,0
tp,3,36.5,0
np,4,36.5,3.58968892334655e-05
sp,4,36.5,0
tp,4,36.5,3.97462361927174e-21
np,5,36.5,9.84026494671739e-06
sp,5,36.5,0
tp,5,36.5,2.15486268763637e-05
np,6,36.5,5.01314036473134e-05
sp,6,36.5,1.01546968210912e-10
tp,6,36.5,1.72927252381167e-05
np,7,36.5,9.08903740151579e-05
sp,7,36.5,5.7126927455845e-06
tp,7,36.5,9.93224746568991e-07
np,8,36.5,0.000129066252498045
sp,8,36.5,7.43444123562909e-09
tp,8,36.5,4.80824670042076e-05
np,9,36.5,0.000102130637742777
sp,9,36.5,8.17685711772569e-05
tp,9,36.5,2.43053684178334e-05
np,10,36.5,8.42225158795859e-05
sp,10,36.5,8.89277262595003e-05
tp,10,36.5,1.69803751770289e-07
np,11,36.5,0.00015438014522829
sp,11,36.5,0.000126934664182558
tp,11,36.5,5.70392148843025e-05
np,12,36.5,8.36628904599652e-05
sp,12,36.5,0.000193201116051448
tp,12,36.5,9.14234260757904e-05
np,13,36.5,1.13640508465437e-05
sp,13,36.5,8.29383956875536e-05
tp,13,36.5,2.41651071444621e-05
np,14,36.5,5.97717063553559e-07
sp,14,36.5,2.76209515516711e-05
tp,14,36.5,6.89184659365253e-06
np,15,36.5,2.22777812934553e-05
sp,15,36.5,1.54114674003494e-05
tp,15,36.5,6.09462176340969e-07
np,1,36.6,1.69701541587311e-19
sp,1,36.6,1.22520461825661e-19
tp,1,36.6,1.24456537553979e-19
np,2,36.6,3.03864174633273e-18
sp,2,36.6,0
tp,2,36.6,4.85901738808142e-22
np,3,36.6,1.61354559931963e-08
sp,3,36.6,0
tp,3,36.6,0
np,4,36.6,3.64305480859599e-05
sp,4,36.6,3.26267892307069e-21
tp,4,36.6,0
np,5,36.6,8.40307699910557e-06
sp,5,36.6,0
tp,5,36.6,1.95367845931367e-05
np,6,36.6,4.81566323127956e-05
sp,6,36.6,6.16618826932996e-11
tp,6,36.6,1.96596192168226e-05
np,7,36.6,9.34249375178511e-05
sp,7,36.6,6.73848017387541e-06
tp,7,36.6,1.09454943985754e-06
np,8,36.6,0.000132459125846087
sp,8,36.6,4.89737963143123e-09
tp,8,36.6,5.25459039146787e-05
np,9,36.6,9.98525333368046e-05
sp,9,36.6,7.93131268145279e-05
tp,9,36.6,2.48462174391923e-05
np,10,36.6,8.90189168671704e-05
sp,10,36.6,8.9639064385331e-05
tp,10,36.6,1.60021898086797e-07
np,11,36.6,0.000151980531808491
sp,11,36.6,0.00012399551789489
tp,11,36.6,5.31987288192972e-05
np,12,36.6,8.18981387810458e-05
sp,12,36.6,0.000187857882716572
tp,12,36.6,9.2911009395525e-05
np,13,36.6,9.74662697643292e-06
sp,13,36.6,8.16257374924376e-05
tp,13,36.6,2.19858884788765e-05
np,14,36.6,4.40453041058955e-07
sp,14,36.6,2.57123078811804e-05
tp,14,36.6,8.18829068769741e-06
np,15,36.6,2.03712499546158e-05
sp,15,36.6,1.39423605351571e-05
tp,15,36.6,8.04914628017396e-07
np,1,36.7,1.33762231491814e-19
sp,1,36.7,8.68788219753924e-20
tp,1,36.7,9.11245164676193e-20
np,2,36.7,1.3997437370211e-18
sp,2,36.7,2.17998768132296e-21
tp,2,36.7,1.80863425000836e-21
np,3,36.7,1.08347107873435e-08
sp,3,36.7,4.24407055503572e-21
tp,3,36.7,0
np,4,36.7,3.71987562359171e-05
sp,4,36.7,1.21444159914316e-20
tp,4,36.7,0
np,5,36.7,7.10496798631222e-06
sp,5,36.7,0
tp,5,36.7,1.75381542959491e-05
np,6,36.7,4.62821216232458e-05
sp,6,36.7,3.70671547176531e-11
tp,6,36.7,2.2368360013996e-05
np,7,36.7,9.6459373182337e-05
sp,7,36.7,7.86876683308228e-06
tp,7,36.7,1.28187431609314e-06
np,8,36.7,0.000135592140413875
sp,8,36.7,3.1944191025916e-09
tp,8,36.7,5.71098574212226e-05
np,9,36.7,9.77504664721643e-05
sp,9,36.7,7.65698859993778e-05
tp,9,36.7,2.55901942249749e-05
np,10,36.7,9.34473922720701e-05
sp,10,36.7,9.11689224246227e-05
tp,10,36.7,1.69544251436915e-07
np,11,36.7,0.000148625613079259
sp,11,36.7,0.000120650303654433
tp,11,36.7,4.99849094945925e-05
np,12,36.7,8.01364127544414e-05
sp,12,36.7,0.000181879556193815
tp,12,36.7,9.36366758933483e-05
np,13,36.7,8.29649082871132e-06
sp,13,36.7,8.0807897189304e-05
tp,13,36.7,1.98255285565021e-05
np,14,36.7,3.21410017304092e-07
sp,14,36.7,2.40456128647358e-05
tp,14,36.7,9.6311342366521e-06
np,15,36.7,1.84441743490168e-05
sp,15,36.7,1.24889117397421e-05
tp,15,36.7,1.0522388128366e-06
np,1,36.8,1.67904811911665e-19
sp,1,36.8,1.38405637241859e-19
tp,1,36.8,1.23101027716535e-19
np,2,36.8,6.71276907201592e-19
sp,2,36.8,6.24269199651535e-21
tp,2,36.8,0
np,3,36.8,7.20441726517014e-09
sp,3,36.8,1.21534747712379e-20
tp,3,36.8,0
np,4,36.8,3.82247306142683e-05
sp,4,36.8,0
tp,4,36.8,0
np,5,36.8,5.94803738905581e-06
sp,5,36.8,0
tp,5,36.8,1.5588701179959e-05
np,6,36.8,4.45423165611355e-05
sp,6,36.8,2.20579774476765e-11
tp,6,36.8,2.54015844411006e-05
np,7,36.8,9.9850462146906e-05
sp,7,36.8,9.09674017927857e-06
tp,7,36.8,1.56294500521507e-06
np,8,36.8,0.000138405405816818
sp,8,36.8,2.06308277392085e-09
tp,8,36.8,6.16952107274704e-05
np,9,36.8,9.58661497551069e-05
sp,9,36.8,7.35607156000995e-05
tp,9,36.8,2.650120148655e-05
np,10,36.8,9.74336659405759e-05
sp,10,36.8,9.34878281024938e-05
tp,10,36.8,1.98479216683001e-07
np,11,36.8,0.000144351379737569
sp,11,36.8,0.000116964348511039
tp,11,36.8,4.73444094161565e-05
np,12,36.8,7.8419088568567e-05
sp,12,36.8,0.000175352456080333
tp,12,36.8,9.35767403485467e-05
np,13,36.8,7.01628195181767e-06
sp,13,36.8,8.04762102847623e-05
tp,13,36.8,1.77155849855286e-05
np,14,36.8,2.32254398088979e-07
sp,14,36.8,2.26550394969953e-05
tp,14,36.8,1.1215001460692e-05
np,15,36.8,1.65346443941581e-05
sp,15,36.8,1.10765905146256e-05
tp,15,36.8,1.36162995349614e-06
np,1,36.9,1.74441027524265e-19
sp,1,36.9,1.71434612111057e-19
tp,1,36.9,1.86764029434448e-19
np,2,36.9,3.40536993712602e-19
sp,2,36.9,0
tp,2,36.9,0
np,3,36.9,4.74357630641677e-09
sp,3,36.9,0
tp,3,36.9,0
np,4,36.9,3.95182837523296e-05
sp,4,36.9,0
tp,4,36.9,0
np,5,36.9,4.93023606413342e-06
sp,5,36.9,0
tp,5,36.9,1.37191856756445e-05
np,6,36.9,4.29664346112996e-05
sp,6,36.9,1.29934807493315e-11
tp,6,36.9,2.87358921784285e-05
np,7,36.9,0.000103440741855103
sp,7,36.9,1.04113919082912e-05
tp,7,36.9,1.94863311894815e-06
np,8,36.9,0.000140841723649885
sp,8,36.9,1.31923001105834e-09
tp,8,36.9,6.62198469098952e-05
np,9,36.9,9.42377612993906e-05
sp,9,36.9,7.03213721671783e-05
tp,9,36.9,2.75349531194653e-05
np,10,36.9,0.000100913763008277
sp,10,36.9,9.65473754876561e-05
tp,10,36.9,2.48374720414563e-07
np,11,36.9,0.000139222254501996
sp,11,36.9,0.000113021785654598
tp,11,36.9,4.52104570065856e-05
np,12,36.9,7.67864219250875e-05
sp,12,36.9,0.000168379115336497
tp,12,36.9,9.27295646719677e-05
np,13,36.9,5.90577497352273e-06
sp,13,36.9,8.06088210266251e-05
tp,13,36.9,1.56845593563271e-05
np,14,36.9,1.6618855830835e-07
sp,14,36.9,2.15641413251821e-05
tp,14,36.9,1.29291161166485e-05
np,15,36.9,1.46764856276202e-05
sp,15,36.9,9.72696663015902e-06
tp,15,36.9,1.74421934391319e-06
np,1,37,1.82801172522231e-19
sp,1,37,1.53771020675055e-19
tp,1,37,1.71969584989881e-19
np,2,37,1.65852031671237e-19
sp,2,37,7.50026014301991e-21
tp,2,37,0
np,3,37,3.09255277815282e-09
sp,3,37,6.77930942116155e-21
tp,3,37,0
np,4,37,4.1074676152876e-05
sp,4,37,0
tp,4,37,0
np,5,37,4.04611255575217e-06
sp,5,37,0
tp,5,37,1.19546083119695e-05
np,6,37,4.15768896448048e-05
sp,6,37,7.57610509037317e-12
tp,6,37,3.23415517722625e-05
np,7,37,0.00010706461201783
sp,7,37,1.17973377016216e-05
tp,7,37,2.45269667655283e-06
np,8,37,0.000142849360695957
sp,8,37,8.35188170787358e-10
tp,8,37,7.06001334082304e-05
np,9,37,9.28989880003925e-05
sp,9,37,6.68997907923835e-05
tp,9,37,2.86409499644946e-05
np,10,37,0.000103835371743356
sp,10,37,0.000100280462488536
tp,10,37,3.22167605606779e-07
np,11,37,0.000133327834483674
sp,11,37,0.000108921701807187
tp,11,37,4.35062477977025e-05
np,12,37,7.52746565113502e-05
sp,12,37,0.000161073176739677
tp,12,37,9.11150076449429e-05
np,13,37,4.96262362806616e-06
sp,13,37,8.11711432896465e-05
tp,13,37,1.37569126749877e-05
np,14,37,1.17749185408232e-07
sp,14,37,2.07857010335537e-05
tp,14,37,1.47568828532185e-05
np,15,37,1.28984490781294e-05
sp,15,37,8.45735292565165e-06
tp,15,37,2.21184928478562e-06
np,1,37.1,1.16609467346584e-19
sp,1,37.1,5.98095079425608e-20
tp,1,37.1,1.54842942844152e-19
np,2,37.1,7.87827280272914e-20
sp,2,37.1,1.12503902145313e-20
tp,2,37.1,0
np,3,37.1,1.99622607801894e-09
sp,3,37.1,1.01689641317436e-20
tp,3,37.1,8.02504969049366e-21
np,4,37.1,4.28741749405145e-05
sp,4,37.1,0
tp,4,37.1,1.4913194605989e-20
np,5,37.1,3.28758673825209e-06
sp,5,37.1,0
tp,5,37.1,1.03139818645404e-05
np,6,37.1,4.03879612374335e-05
sp,6,37.1,4.37222014599221e-12
tp,6,37.1,3.61823820118419e-05
np,7,37.1,0.000110554667128142
sp,7,37.1,1.32348390394784e-05
tp,7,37.1,3.09143543376288e-06
